P_out, P_c, E, dE/dP, M, R
9.770305724823337e-13, 1.8, 126.36294959087994,25.5683273640885,0.16084304729136223, 18.602999999999753
9.78924446613921e-13, 1.9000000000000001, 128.87699339098805,24.7250268467022,0.16702672123947176, 18.054999999999083
9.29954188932678e-13, 2.0, 131.31028219999112,23.9516057499311,0.17314167602609454, 17.587999999998512
9.219593997387065e-13, 2.1000000000000005, 133.6693464321385,23.2391904088508,0.17917827522625907, 17.18499999999802
9.859954498538365e-13, 2.2, 135.95990612251003,22.5803893606481,0.18513995881689316, 16.83199999999759
9.631314688091499e-13, 2.3000000000000007, 138.18700336543003,21.9689916184425,0.19103003101901278, 16.52299999999721
9.53163096268994e-13, 2.4000000000000004, 140.3551083459123,21.3997364631270,0.19685154771200322, 16.249999999996877
9.041902218526795e-13, 2.500000000000001, 142.46820510112295,20.8681356009728,0.20259958856147203, 16.00599999999658
9.7713571049864e-13, 2.6000000000000005, 144.52986153600466,20.3703342072574,0.20828105718581744, 15.78699999999669
9.722782612676069e-13, 2.700000000000001, 146.5432870735517,19.9030012195992,0.21389485186305196, 15.590999999996798
9.625854937795849e-13, 2.8000000000000007, 148.51138049704645,19.4632418933993,0.21944361487734904, 15.412999999996897
8.970306088639606e-13, 2.9000000000000012, 150.43676994088787,19.0485274857626,0.22492986358388614, 15.251999999996986
9.507437947788045e-13, 3.000000000000001, 152.32184654277268,18.6566382506260,0.2303559290910137, 15.105999999997067
9.021540667963554e-13, 3.1000000000000014, 154.16879293815657,18.2856168748601,0.23572038973870266, 14.970999999997142
8.587065532767692e-13, 3.200000000000001, 155.97960752716966,17.9337301748037,0.24102545784488277, 14.84799999999721
9.511081133514287e-13, 3.3000000000000016, 157.75612525277526,17.5994373806757,0.24627316714114258, 14.733999999997273
9.841865253512198e-13, 3.4000000000000012, 159.5000354815226,17.2813637144301,0.25146544647811864, 14.627999999997332
9.361854625272306e-13, 3.5000000000000018, 161.21289746367827,16.9782782508447,0.25660412303025715, 14.530999999997386
9.449674300632358e-13, 3.6000000000000014, 162.89615375976638,16.6890752672573,0.26168754149903173, 14.440999999997436
9.80988734017039e-13, 3.700000000000002, 164.5511419497017,16.4127584523519,0.2667240589461318, 14.355999999997483
8.731268534203076e-13, 3.8000000000000016, 166.17910488437414,16.1484274716702,0.27170525047938604, 14.278999999997525
8.78778395967293e-13, 3.900000000000002, 167.78119969446166,15.8952664864532,0.27663925966257685, 14.205999999997566
9.63419284922473e-13, 4.000000000000002, 169.35850573493582,15.6525342998637,0.28152422969664403, 14.135999999997605
8.569035772790419e-13, 4.100000000000002, 170.9120316143031,15.4195558656892,0.28636475626768954, 14.07299999999764
9.67468003808941e-13, 4.200000000000002, 172.44272143364597,15.1957149430468,0.29115889392789124, 14.011999999997673
8.609289510348807e-13, 4.3000000000000025, 173.9514603408861,14.9804477192646,0.2959079029131934, 13.954999999997705
9.065129612807626e-13, 4.400000000000002, 175.4390794895146,14.7732372541330,0.30061299248283857, 13.901999999997734
8.013614215165317e-13, 4.500000000000003, 176.90636047765202,14.5736086237641,0.3052753029105765, 13.851999999997762
8.645927618863075e-13, 4.600000000000002, 178.35403933217316,14.3811246626081,0.30989287639724394, 13.803999999997789
8.237246008758947e-13, 4.700000000000003, 179.78281009334378,14.1953822187426,0.31447286460293866, 13.758999999997814
9.292399103102121e-13, 4.8000000000000025, 181.193328047629,14.0160088511204,0.3190131855285655, 13.715999999997837
8.087630112648001e-13, 4.900000000000003, 182.58621264977688,13.8426599086267,0.323514796938334, 13.67599999999786
9.20588136305349e-13, 5.0, 183.96205016974224,13.6750159400273,0.32797567581785814, 13.636999999997881
9.783876729992776e-13, 6.0, 196.89231775861887,12.2561359311345,0.37064552714700844, 13.337999999998047
7.091762820140347e-13, 7.0, 208.58717852467504,11.1789067824486,0.4101980729101721, 13.144999999998154
7.357687085914777e-13, 8.0, 219.3249747592819,10.3277002573291,0.4471192270798918, 13.009999999998229
8.047495890409646e-13, 9.0, 229.2950609379229,9.63473744412996,0.48177829309985126, 12.910999999998284
6.922538692733741e-13, 10.0, 238.63284385100735,9.05741724440259,0.5144612545455434, 12.836999999998325
7.663385365123954e-13, 11.0, 247.4389343457742,8.56749504388801,0.5453971472097373, 12.778999999998357
8.571958362354171e-13, 12.0, 255.79039507178226,8.14543654646648,0.5747786071514162, 12.732999999998382
8.196182856142609e-13, 13.0, 263.74772812043375,7.77726029188223,0.602758188694288, 12.694999999998403
8.942829333636707e-13, 14.0, 271.35941699364025,7.45267084596750,0.6294671888859998, 12.66399999999842
6.757524146440143e-13, 15.0, 278.66499094318635,7.16390343204507,0.6550203847984343, 12.637999999998435
5.938918058994643e-13, 16.0, 285.69715799436216,6.90498096647901,0.6795109448390407, 12.614999999998448
9.863724653250661e-13, 17.0, 292.48332970257354,6.67122048821214,0.7030245564126282, 12.59399999999846
9.272912083488947e-13, 18.0, 299.0467363612759,6.45889594999570,0.7256344207532841, 12.57599999999847
6.622815806714198e-13, 19.0, 305.40725910741645,6.26500214911968,0.7474065502630238, 12.559999999998478
5.785710510472385e-13, 20.0, 311.58206178010215,6.08708588395955,0.7683978754358288, 12.545999999998486
8.183333947854949e-13, 21.0, 317.58607823934074,5.92312287909136,0.7886606490826616, 12.532999999998493
7.959945229875878e-13, 22.0, 323.43239345948643,5.77142654109162,0.8082387032128987, 12.5199999999985
8.241454298965648e-13, 23.0, 329.132545288482,5.63057927706404,0.827177376301709, 12.507999999998507
7.186489924834392e-13, 24.0, 334.696766091776,5.49938008262613,0.8455119345025633, 12.498999999998512
