P_out, P_c, E, dE/dP, M, R
9.71E-13,1.5,117.2322072,26.24104092,0.139644228,20.94
9.90E-13,1.6,119.8003424,25.14136271,0.14633246,19.939
1.00E-12,1.7,122.2641031,24.15052399,0.152984318,19.129
9.83E-13,1.8,124.6335294,23.25225491,0.159583115,18.458
9.91E-13,1.9,126.9172003,22.43345285,0.166130423,17.896
9.86E-13,2,129.1225108,21.68343723,0.172622638,17.419
9.29E-13,2.1,131.2558856,20.99340691,0.179056641,17.01
9.89E-13,2.2,133.3229463,20.3560385,0.18543476,16.655
9.50E-13,2.3,135.3286428,19.76518436,0.191749183,16.345
9.13E-13,2.4,137.2773594,19.21564242,0.198007498,16.073
9.39E-13,2.5,139.1729998,18.70297846,0.204207054,15.832
9.21E-13,2.6,141.0190569,18.2233875,0.210345418,15.617
8.98E-13,2.7,142.8186698,17.77358429,0.216429622,15.425
9.32E-13,2.8,144.5746712,17.35071626,0.222457069,15.251
9.52E-13,2.9,146.2896275,16.95229347,0.228429847,15.095
8.81E-13,3,147.9658717,16.5761319,0.23434539,14.954
9.83E-13,3.1,149.6055316,16.22030716,0.240210123,14.824
9.81E-13,3.2,151.210554,15.88311646,0.246025752,14.706
9.62E-13,3.3,152.7827254,15.56304707,0.251785223,14.598
9.36E-13,3.4,154.323689,15.25875018,0.257494617,14.499
9.13E-13,3.5,155.8349608,14.96901886,0.263159722,14.408
9.26E-13,3.6,157.3179421,14.69276969,0.268773503,14.324
9.78E-13,3.7,158.7739315,14.42902701,0.274337493,14.245
8.64E-13,3.8,160.2041349,14.17690972,0.279861281,14.173
8.98E-13,3.9,161.6096743,13.93561986,0.285333886,14.106
9.98E-13,4,162.9915956,13.70443291,0.290764691,14.042
9.85E-13,4.1,164.3508756,13.48268937,0.296154822,13.985
8.61E-13,4.2,165.6884281,13.26978753,0.301501403,13.932
8.33E-13,4.3,167.0051094,13.06517717,0.306801673,13.879
8.44E-13,4.4,168.3017231,12.86835407,0.312064498,13.833
8.26E-13,4.5,169.5790243,12.67885525,0.317290752,13.788
8.84E-13,4.6,170.837724,12.49625473,0.322473771,13.746
9.83E-13,4.7,172.0784921,12.32015989,0.327618314,13.706
9.52E-13,4.8,173.3019608,12.15020818,0.332725262,13.669
7.93E-13,4.9,174.5087273,11.98606427,0.337795446,13.635
8.00E-13,5,175.6993568,11.82741748,0.342829681,13.601
7.51E-13,6,186.8234819,10.48869562,0.391289896,13.354
7.81E-13,7,196.7849821,9.477677858,0.436720069,13.205
9.26E-13,8,205.8503353,8.68260166,0.479537502,13.111
7.60E-13,9,214.2001473,8.038183491,0.520074567,13.051
9.04E-13,10,221.9631384,7.503517611,0.558589421,13.01
9.63E-13,11,229.2346614,7.05155892,0.59529971,12.984
6.97E-13,12,236.0875485,6.663650212,0.630377301,12.967
7.99E-13,13,242.5788326,6.326469056,0.663971994,12.956
7.52E-13,14,248.7541064,6.030226662,0.696209981,12.95
5.57E-13,15,254.6504576,5.767555417,0.727199028,12.947
6.92E-13,16,260.2985073,5.532794857,0.757034406,12.946
6.49E-13,17,265.7238653,5.321518157,0.785799206,12.947
9.45E-13,18,270.948192,5.130209161,0.813568604,12.949
8.21E-13,19,275.98999,4.956036636,0.840403167,12.952
7.20E-13,20,280.8652038,4.796693051,0.866366759,12.956
9.05E-13,21,285.5876818,4.650277226,0.891508988,12.959
7.57E-13,22,290.1695374,4.515207445,0.915876458,12.963
4.55E-13,23,294.621434,4.390156143,0.939516957,12.968
3.23E-13,24,298.952813,4.274000128,0.962464902,12.973
3.38E-13,25,303.1720787,4.165782156,0.984758839,12.976
3.84E-13,26,307.2867483,4.06468095,1.006432359,12.98
7.88E-13,27,311.3035755,3.969987537,1.027516361,12.983
7.82E-13,28,315.2286533,3.881086419,1.048035964,12.987
7.06E-13,29,319.0674993,3.797440435,1.068021029,12.991
1.19E-12,30,322.8251282,3.718578501,1.087494367,12.995
1.21E-12,31,326.5061122,3.644085609,1.106477153,12.998
1.34E-12,32,330.1146329,3.573594599,1.124992299,13.001
1.01E-12,33,333.6545262,3.506779355,1.143058058,13.004
1.37E-12,34,337.1293197,3.443349146,1.160694579,13.006
6.21E-13,35,340.5422659,3.383043876,1.17791924,13.008
6.20E-13,36,343.896371,3.3256301,1.19474534,13.01
8.01E-13,37,347.1944196,3.270897637,1.211191282,13.011
2.12E-12,38,350.4389966,3.218656708,1.22726858,13.013
1.33E-12,39,353.6325061,3.168735473,1.242993832,13.015
1.60E-12,40,356.7771886,3.120977937,1.258378448,13.016
1.41E-12,41,359.8751357,3.075242132,1.273433214,13.017
1.39E-12,42,362.9283035,3.031398554,1.288172504,13.018
2.64E-12,43,365.938524,2.989328802,1.302604451,13.019
2.51E-12,44,368.9075161,2.948924397,1.31674083,13.019
2.73E-12,45,371.8368946,2.910085749,1.330591492,13.019
2.76E-12,46,374.7281789,2.872721248,1.344164482,13.02
1.15E-12,47,377.5828003,2.83674647,1.357470049,13.02
2.61E-12,48,380.402109,2.802083477,1.370516696,13.02
2.83E-12,49,383.1873804,2.768660193,1.383311202,13.019
2.52E-12,50,385.9398204,2.736409858,1.39586262,13.019
2.32E-12,51,388.6605704,2.705270538,1.408178306,13.019
1.90E-12,52,391.3507125,2.67518469,1.420264053,13.019
2.90E-12,53,394.0112731,2.646098771,1.432126626,13.017
2.19E-12,54,396.6432267,2.617962899,1.443773744,13.017
2.02E-12,55,399.2475,2.590730531,1.455210344,13.016
1.93E-12,56,401.8249744,2.564358191,1.466443596,13.015
1.81E-12,57,404.3764895,2.538805214,1.477477962,13.014
2.33E-12,58,406.9028453,2.514033521,1.48831892,13.012
1.54E-12,59,409.404805,2.490007411,1.498972897,13.011
2.11E-12,60,411.8830974,2.466693381,1.509444911,13.01
2.17E-12,61,414.3384186,2.444059949,1.51973748,13.008
2.44E-12,62,416.7714343,2.422077506,1.529857585,13.006
1.98E-12,63,419.1827813,2.400718179,1.539808559,13.005
