P_out, P_c, E,dE/dP , M, R
9.81E-13,1.5,125.0881727,28.36103933,0.125074581,22.397
9.85E-13,1.6,127.8641027,27.17867303,0.130831316,21.103
9.55E-13,1.7,130.5277909,26.112965,0.136566003,20.065
9.78E-13,1.8,133.0900003,25.14650558,0.142278001,19.216
9.57E-13,1.9,135.55993,24.26527039,0.147953542,18.509
9.55E-13,2,137.9455118,23.45782444,0.153587121,17.913
9.30E-13,2.1,140.2536386,22.71474258,0.159180377,17.404
9.68E-13,2.2,142.4903429,22.02818034,0.164728564,16.966
9.87E-13,2.3,144.660938,21.39155116,0.170233606,16.585
9.25E-13,2.4,146.7701309,20.79928034,0.175691153,16.251
9.06E-13,2.5,148.8221135,20.24661508,0.181103291,15.956
9.89E-13,2.6,150.8206375,19.72947616,0.186465912,15.693
9.31E-13,2.7,152.769075,19.24434093,0.191787,15.46
9.03E-13,2.8,154.67047,18.78815008,0.197056566,15.249
9.15E-13,2.9,156.5275805,18.35823277,0.202282416,15.058
8.86E-13,3,158.342914,17.95224587,0.207466204,14.887
9.35E-13,3.1,160.1187582,17.56812447,0.212603911,14.731
9.92E-13,3.2,161.8572066,17.20404114,0.217697202,14.587
9.70E-13,3.3,163.5601801,16.85837217,0.222747644,14.456
9.65E-13,3.4,165.2294464,16.52966956,0.227756696,14.336
9.18E-13,3.5,166.8666362,16.21663748,0.232720446,14.225
8.61E-13,3.6,168.4732573,15.91811246,0.2376508,14.124
8.81E-13,3.7,170.0507072,15.63304668,0.242538468,14.029
9.41E-13,3.8,171.6002837,15.3604937,0.247384757,13.941
9.44E-13,3.9,173.1231944,15.0995963,0.25219594,13.859
9.54E-13,4,174.6205654,14.84957603,0.256968048,13.783
8.24E-13,4.1,176.0934485,14.60972421,0.261702185,13.713
9.43E-13,4.2,177.5428276,14.37939421,0.266399392,13.645
8.13E-13,4.3,178.9696249,14.15799462,0.271065506,13.584
8.43E-13,4.4,180.3747061,13.94498345,0.275691749,13.525
9.81E-13,4.5,181.7588846,13.73986293,0.280288644,13.47
