P_out, P_c, E,dE/dP, M, R
9.91E-13,1.5,109.3645338,25.12466951,0.158771892,19.849
9.71E-13,1.6,111.8275403,24.15281947,0.166540819,19.095
9.70E-13,1.7,114.1982907,23.2768806,0.174221104,18.474
9.37E-13,1.8,116.4856319,22.48249969,0.181807325,17.957
9.21E-13,1.9,118.6971217,21.75812235,0.189302593,17.519
9.13E-13,2,120.8392742,21.09433328,0.196702651,17.146
9.22E-13,2.1,122.917748,20.48337637,0.204007421,16.823
9.90E-13,2.2,124.9374943,19.91879952,0.211224223,16.542
9.13E-13,2.3,126.9028725,19.39518775,0.218349253,16.296
9.98E-13,2.4,128.8177439,18.90795988,0.225382559,16.077
9.40E-13,2.5,130.6855465,18.45321163,0.232331059,15.885
9.64E-13,2.6,132.5093567,18.02759322,0.239194484,15.712
9.01E-13,2.7,134.2919393,17.62821283,0.245975916,15.557
9.30E-13,2.8,136.0357898,17.25255977,0.252674963,15.417
8.82E-13,2.9,137.7431689,16.89844267,0.259294489,15.29
9.84E-13,3,139.4161319,16.56393957,0.265837222,15.175
8.85E-13,3.1,141.0565539,16.24735708,0.272305673,15.069
9.86E-13,3.2,142.6661505,15.94719685,0.278699136,14.973
9.90E-13,3.3,144.2464962,15.66212783,0.285023066,14.885
8.64E-13,3.4,145.7990395,15.39096319,0.291273491,14.803
8.93E-13,3.5,147.3251168,15.13264099,0.297458709,14.729
9.18E-13,3.6,148.8259639,14.88620792,0.303574631,14.659
9.84E-13,3.7,150.302726,14.6508055,0.309629183,14.594
8.73E-13,3.8,151.7564667,14.42565843,0.315618252,14.535
9.54E-13,3.9,153.188176,14.21006453,0.321543634,14.479
8.09E-13,4,154.5987767,14.00338622,0.327409931,14.427
8.92E-13,4.1,155.989131,13.80504314,0.333218714,14.379
9.89E-13,4.2,157.3600455,13.61450573,0.338968652,14.333
9.53E-13,4.3,158.7122762,13.43128972,0.344661237,14.29
7.93E-13,4.4,160.0465327,13.25495131,0.350297909,14.251
