P_out, P_c, E,dE/dP, M, R
9.82E-13,1.5,140.1478976,31.8083793,0.102709136,27.048
1.00E-12,1.6,143.2612913,30.48315306,0.107067229,24.748
9.81E-13,1.7,146.2488805,29.28866104,0.111459204,22.973
9.93E-13,1.8,149.1227269,28.2053949,0.115869753,21.568
9.96E-13,1.9,151.8931399,27.21763939,0.12027585,20.428
9.68E-13,2,154.5690088,26.31258059,0.124676784,19.488
9.79E-13,2.1,157.1580586,25.47965666,0.129072174,18.703
9.81E-13,2.2,159.6670501,24.7100769,0.133443138,18.035
9.95E-13,2.3,162.1019382,23.99646019,0.137790812,17.461
9.56E-13,2.4,164.4679983,23.33255921,0.142116313,16.966
9.95E-13,2.5,166.7699288,22.71304765,0.146420642,16.533
9.90E-13,2.6,169.0119344,22.13335402,0.15068748,16.151
9.36E-13,2.7,171.1977947,21.58953049,0.154935638,15.814
9.62E-13,2.8,173.3309214,21.07814849,0.159149207,15.511
9.74E-13,2.9,175.4144056,20.59621473,0.163337974,15.241
9.64E-13,3,177.4510581,20.14110322,0.167486816,14.997
9.16E-13,3.1,179.4434429,19.71049973,0.171613354,14.776
9.02E-13,3.2,181.3939064,19.30235614,0.175710627,14.576
8.99E-13,3.3,183.3046019,18.91485268,0.179779779,14.394
9.48E-13,3.4,185.1775107,18.54636646,0.183814248,14.225
9.86E-13,3.5,187.0144605,18.19544512,0.187830359,14.072
9.08E-13,3.6,188.8171416,17.86078469,0.191806486,13.931
9.68E-13,3.7,190.5871202,17.54121076,0.195758684,13.8
9.39E-13,3.8,192.3258512,17.23566255,0.199680508,13.678
9.09E-13,3.9,194.0346881,16.94317926,0.20358012,13.567
9.57E-13,4,195.7148933,16.66288839,0.207444056,13.461
9.48E-13,4.1,197.3676457,16.39399565,0.211287416,13.364
9.16E-13,4.2,198.9940482,16.13577624,0.215103893,13.274
9.68E-13,4.3,200.5951345,15.88756731,0.218894255,13.188
8.34E-13,4.4,202.171875,15.64876133,0.222659266,13.109
8.54E-13,4.5,203.7251816,15.41880041,0.226399617,13.035
9.31E-13,4.6,205.2559128,15.19717119,0.230109341,12.963
9.78E-13,4.7,206.7648777,14.98340042,0.233802391,12.897
8.54E-13,4.8,208.2528402,14.7770511,0.237466181,12.835
9.86E-13,4.9,209.7205218,14.57771893,0.241107888,12.775
8.53E-13,5,211.1686054,14.38502937,0.244728052,12.72
8.06E-13,6,224.6989062,12.75762869,0.279706353,12.297
7.91E-13,7,236.8147988,11.52665397,0.312712564,12.03
9.08E-13,8,247.8387908,10.55715666,0.344003084,11.851
7.27E-13,9,257.9896629,9.770243989,0.373787082,11.727
7.09E-13,10,267.4234717,9.116446373,0.40222965,11.636
6.20E-13,11,276.2559086,8.56303487,0.429471993,11.571
6.88E-13,12,284.575403,8.087417443,0.455618516,11.52
5.75E-13,13,292.4512479,7.673452799,0.480774915,11.482
5.52E-13,14,299.9388722,7.30927467,0.505017574,11.452
8.21E-13,15,307.0833916,6.985947343,0.528414962,11.428
8.14E-13,16,313.9220779,6.696602342,0.551036789,11.411
9.49E-13,17,320.4861203,6.43586567,0.572929233,11.396
8.64E-13,18,326.8019128,6.199466995,0.59414675,11.386
6.29E-13,19,332.8920133,5.983966382,0.614727085,11.377
5.48E-13,20,338.7758712,5.786559058,0.634713892,11.371
6.31E-13,21,344.4703877,5.604933263,0.654136352,11.365
7.93E-13,22,349.9903535,5.437164964,0.673027141,11.361
7.44E-13,23,355.3487955,5.281638688,0.691418986,11.358
9.19E-13,24,360.5572536,5.136987162,0.709332348,11.355
4.13E-13,25,365.6260044,5.002044715,0.726794985,11.354
3.83E-13,26,370.5642444,4.875810903,0.743826364,11.354
4.58E-13,27,375.3802398,4.757421796,0.760447297,11.353
3.21E-13,28,380.0814517,4.646127119,0.776676958,11.353
4.02E-13,29,384.6746397,4.541271873,0.792533106,11.352
7.21E-13,30,389.1659496,4.442281451,0.808032186,11.352
5.82E-13,31,393.5609881,4.348649481,0.823186748,11.353
5.61E-13,32,397.8648848,4.259927834,0.838011167,11.353
7.52E-13,33,402.0823473,4.175718357,0.852521527,11.353
4.44E-13,34,406.2177068,4.095665985,0.866727649,11.354
1.52E-12,35,410.2749587,4.019452978,0.880643898,11.355
1.11E-12,36,414.2577972,3.946794062,0.89427612,11.356
1.03E-12,37,418.1696456,3.877432322,0.907637341,11.356
1.18E-12,38,422.0136833,3.811135708,0.920739847,11.357
8.01E-13,39,425.7928685,3.747694051,0.933587879,11.357
6.66E-13,40,429.5099592,3.686916501,0.946192696,11.357
1.89E-12,41,433.1675314,3.628629322,0.958562558,11.358
7.46E-13,42,436.767995,3.572673984,0.970705308,11.358
2.18E-12,43,440.3136082,3.518905512,0.982626016,11.359
1.80E-12,44,443.8064906,3.467191039,0.994334143,11.359
1.59E-12,45,447.2486342,3.417408554,1.005836382,11.36
1.29E-12,46,450.6419142,3.369445789,1.017136857,11.36
9.89E-13,47,453.9880978,3.323199258,1.028243949,11.36
1.19E-12,48,457.2888528,3.278573395,1.039163453,11.361
9.43E-13,49,460.5457552,3.235479802,1.049898695,11.36
1.19E-12,50,463.7602958,3.193836576,1.060457203,11.362
2.29E-12,51,466.9338864,3.153567715,1.070841865,11.361
2.38E-12,52,470.0678658,3.114602585,1.081057574,11.361
2.84E-12,53,473.1635042,3.07687545,1.091111116,11.361
3.07E-12,54,476.2220089,3.040325044,1.101006917,11.361
2.03E-12,55,479.2445275,3.004894193,1.110747156,11.361
2.04E-12,56,482.2321526,2.970529476,1.120335958,11.361
2.16E-12,57,485.1859251,2.937180909,1.129777285,11.36
2.40E-12,58,488.1068375,2.904801679,1.139076963,11.36
2.16E-12,59,490.9958369,2.873347883,1.148238598,11.36
2.18E-12,60,493.853828,2.842778307,1.157261699,11.359
2.46E-12,61,496.6816753,2.813054218,1.16615363,11.358
1.70E-12,62,499.4802061,2.784139178,1.174915675,11.358
1.93E-12,63,502.2502119,2.755998871,1.183552892,11.358
1.46E-12,64,504.9924512,2.728600952,1.192066353,11.358
2.48E-12,65,507.7076511,2.701914902,1.200458995,11.356
2.40E-12,66,510.3965087,2.675911901,1.208733632,11.355
1.47E-12,67,513.0596935,2.650564707,1.216894862,11.356
4.96E-12,68,515.6978481,2.625847551,1.224941558,11.353
4.64E-12,69,518.3115904,2.601736033,1.232879997,11.353
4.54E-12,70,520.9015143,2.578207034,1.240712596,11.352
2.03E-12,71,523.4681913,2.555238631,1.248438057,11.351
1.88E-12,72,526.0121715,2.532810018,1.256062328,11.35
4.52E-12,73,528.5339847,2.510901437,1.263585806,11.349
4.61E-12,74,531.0341415,2.489494107,1.271010653,11.348
5.20E-12,75,533.5131341,2.46857017,1.278338954,11.346
4.43E-12,76,535.9714373,2.448112629,1.285574488,11.346
5.33E-12,77,538.4095094,2.428105297,1.292715699,11.344
4.37E-12,78,540.8277928,2.408532749,1.299767985,11.343
4.82E-12,79,543.2267149,2.389380277,1.306731438,11.342
4.24E-12,80,545.6066887,2.370633849,1.31360785,11.341
3.99E-12,81,547.9681135,2.352280068,1.320400654,11.34
3.95E-12,82,550.3113754,2.334306136,1.327108139,11.339
4.63E-12,83,552.6368483,2.316699823,1.333735323,11.337
4.78E-12,84,554.9448937,2.299449431,1.340280441,11.335
3.75E-12,85,557.235862,2.282543769,1.34674838,11.334
3.98E-12,86,559.5100926,2.265972123,1.353138972,11.333
5.38E-12,87,561.7679142,2.249724232,1.359455312,11.331
3.68E-12,88,564.0096457,2.233790262,1.365695547,11.33
4.09E-12,89,566.2355962,2.218160784,1.371862706,11.328
5.38E-12,90,568.4460657,2.202826756,1.377959742,11.326
3.86E-12,91,570.6413453,2.187779498,1.383984746,11.325
3.72E-12,92,572.8217175,2.173010678,1.389942205,11.324
4.83E-12,93,574.9874568,2.158512292,1.395831745,11.322
3.26E-12,94,577.1388297,2.14427665,1.401654587,11.321
3.56E-12,95,579.2760952,2.130296358,1.407411909,11.319
2.88E-12,96,581.3995052,2.116564304,1.41310486,11.318
4.39E-12,97,583.5093043,2.103073647,1.418734572,11.315
4.30E-12,98,585.6057307,2.0898178,1.424303657,11.314
4.22E-12,99,587.689016,2.076790423,1.429810119,11.312
2.99E-12,100,589.7593857,2.063985406,1.435258055,11.311
4.32E-12,101,591.817059,2.051396863,1.440645433,11.308
3.98E-12,102,593.8622497,2.039019118,1.445976277,11.307
4.29E-12,103,595.8951657,2.0268467,1.45125004,11.305
1.00E-11,104,597.9160097,2.014874329,1.456467655,11.303
5.06E-12,105,599.9249793,2.003096909,1.461628571,11.301
3.78E-12,106,601.9222669,1.991509523,1.466738125,11.3
4.19E-12,107,603.9080601,1.980107421,1.47179276,11.298
3.40E-12,108,605.882542,1.968886014,1.476794813,11.296
9.33E-12,109,607.8458909,1.957840868,1.481745126,11.294
3.97E-12,110,609.798281,1.946967698,1.486644517,11.292
1.12E-11,111,611.7398823,1.93626236,1.491495225,11.29
4.09E-12,112,613.6708604,1.925720846,1.496295157,11.288
9.87E-12,113,615.5913773,1.915339277,1.501047944,11.286
8.91E-12,114,617.501591,1.9051139,1.505751483,11.284
9.55E-12,115,619.4016559,1.895041082,1.510409348,11.282
1.22E-11,116,621.2917228,1.885117304,1.51501943,11.279
1.27E-11,117,623.1719391,1.875339159,1.519585245,11.277
1.14E-11,118,625.0424486,1.865703345,1.524106071,11.276
9.20E-12,119,626.9033921,1.856206661,1.528582578,11.274
1.18E-11,120,628.7549073,1.846846006,1.533015427,11.272
9.43E-12,121,630.5971285,1.837618371,1.537405262,11.27
1.07E-11,122,632.4301874,1.828520838,1.541752714,11.268
1.14E-11,123,634.2542126,1.819550578,1.546058401,11.266
1.14E-11,124,636.06933,1.810704844,1.55032293,11.264
1.08E-11,125,637.8756629,1.801980968,1.554546892,11.262
9.58E-12,126,639.6733317,1.793376364,1.55873087,11.26
1.36E-11,127,641.4624545,1.784888518,1.562875432,11.257
9.32E-12,128,643.2431469,1.776514988,1.56698247,11.256
1.07E-11,129,645.0155218,1.768253402,1.571049858,11.254
1.29E-11,130,646.7796902,1.760101456,1.575079472,11.251
1.28E-11,131,648.5357605,1.752056909,1.579073154,11.249
1.26E-11,132,650.2838391,1.744117583,1.58302878,11.247
1.12E-11,133,652.0240301,1.736281359,1.586949486,11.245
1.00E-11,134,653.7564355,1.728546179,1.590833147,11.243
1.38E-11,135,655.4811554,1.720910039,1.594682859,11.24
1.27E-11,136,657.1982879,1.713370988,1.598496501,11.238
8.41E-12,137,658.9079291,1.705927129,1.602277126,11.237
9.19E-12,138,660.6101733,1.698576615,1.6060239,11.235
1.12E-11,139,662.3051129,1.691317648,1.609735996,11.232
1.12E-11,140,663.9928385,1.684148476,1.613416413,11.23
1.22E-11,141,665.6734392,1.677067395,1.617064306,11.228
1.12E-11,142,667.3470021,1.670072743,1.620680099,11.226
1.15E-11,143,669.013613,1.663162901,1.624262954,11.223
9.98E-12,144,670.6733557,1.656336291,1.627815802,11.222
1.43E-11,145,672.3263128,1.649591377,1.631337783,11.219
1.11E-11,146,673.9725652,1.642926659,1.634829292,11.217
8.33E-12,147,675.6121923,1.636340677,1.63829072,11.215
1.10E-11,148,677.2452723,1.629832004,1.641722448,11.213
1.36E-11,149,678.8718816,1.623399251,1.645124851,11.21
9.29E-12,150,680.4920956,1.617041062,1.6484983,11.209
1.07E-11,151,682.1059882,1.610756114,1.651843154,11.206
1.19E-11,152,683.7136319,1.604543116,1.655159772,11.203
1.31E-11,153,685.315098,1.598400807,1.658448499,11.201
1.04E-11,154,686.9104566,1.592327959,1.661710894,11.2
1.05E-11,155,688.4997766,1.586323369,1.664944871,11.197
1.05E-11,156,690.0831257,1.580385866,1.668151975,11.195
1.03E-11,157,691.6605704,1.574514305,1.671332532,11.193
8.44E-12,158,693.2321759,1.568707565,1.674486863,11.191
1.04E-11,159,694.7980067,1.562964556,1.677616472,11.189
9.22E-12,160,696.3581259,1.557284209,1.680719291,11.187
1.42E-11,161,697.9125957,1.551665482,1.683796815,11.183
8.96E-12,162,699.4614771,1.546107354,1.686850522,11.183
1.31E-11,163,701.0048303,1.540608828,1.68987835,11.179
1.04E-11,164,702.5427143,1.535168931,1.692881771,11.177
1.08E-11,165,704.0751874,1.529786711,1.695862234,11.175
1.35E-11,166,705.6023066,1.524461234,1.698817687,11.173
1.33E-11,167,707.1241284,1.519191591,1.701750734,11.171
9.55E-12,168,708.6407081,1.513976889,1.704659329,11.169
1.24E-11,169,710.1521002,1.508816259,1.7075449,11.166
1.14E-11,170,711.6583584,1.503708845,1.71040886,11.164
1.41E-11,171,713.1595354,1.498653814,1.713249167,11.161
1.24E-11,172,714.6556832,1.49365035,1.716068367,11.159
1.09E-11,173,716.146853,1.488697651,1.718865567,11.158
1.28E-11,174,717.6330952,1.483794937,1.721639882,11.155
1.04E-11,175,719.1144593,1.478941441,1.724393817,11.153
1.04E-11,176,720.5909942,1.474136412,1.727125363,11.151
8.19E-12,177,722.062748,1.469379116,1.729837004,11.149
8.73E-12,178,723.5297681,1.464668834,1.732526731,11.146
1.31E-11,179,724.9921011,1.460004861,1.735197005,11.144
9.58E-12,180,726.449793,1.455386507,1.737846933,11.142
8.66E-12,181,727.9028891,1.450813095,1.740475629,11.14
1.38E-11,182,729.351434,1.446283962,1.743085534,11.137
8.47E-12,183,730.7954716,1.441798461,1.74567575,11.136
8.16E-12,184,732.2350452,1.437355953,1.748245391,11.133
1.10E-11,185,733.6701976,1.432955816,1.750796869,11.131
1.40E-11,186,735.1009708,1.428597438,1.753329285,11.128
9.38E-12,187,736.5274062,1.424280219,1.755842846,11.127
8.41E-12,188,737.9495448,1.420003573,1.758336663,11.124
9.15E-12,189,739.3674267,1.415766922,1.76081311,11.122
1.14E-11,190,740.7810917,1.411569702,1.763271293,11.12
1.35E-11,191,742.1905791,1.407411358,1.765711402,11.117
8.27E-12,192,743.5959272,1.403291347,1.768133628,11.116
1.36E-11,193,744.9971744,1.399209136,1.770537085,11.112
8.15E-12,194,746.3943579,1.395164201,1.772924102,11.111
8.10E-12,195,747.787515,1.391156029,1.775293786,11.109
9.28E-12,196,749.1766821,1.387184117,1.777646316,11.107
1.19E-11,197,750.5618952,1.383247969,1.779981867,11.104
1.14E-11,198,751.9431898,1.379347102,1.782300612,11.102
7.76E-12,199,753.320601,1.375481038,1.78460167,11.1
9.61E-12,200,754.6941633,1.371649311,1.786887319,11.097
1.04E-11,201,756.0639109,1.367851461,1.789156669,11.095
9.55E-12,202,757.4298774,1.364087038,1.791409884,11.093
1.01E-11,203,758.792096,1.3603556,1.793647126,11.091
1.06E-11,204,760.1505994,1.356656712,1.795868555,11.089
1.06E-11,205,761.5054201,1.352989948,1.798074327,11.086
1.09E-11,206,762.8565899,1.349354888,1.800264599,11.084
1.10E-11,207,764.2041403,1.345751122,1.802439524,11.082
1.11E-11,208,765.5481024,1.342178244,1.804599252,11.08
9.47E-12,209,766.8885069,1.338635859,1.806743932,11.078
9.36E-12,210,768.2253842,1.335123574,1.808873713,11.076
1.04E-11,211,769.558764,1.331641008,1.810988739,11.073
1.01E-11,212,770.888676,1.328187783,1.813089153,11.071
8.33E-12,213,772.2151492,1.324763529,1.815175096,11.069
7.96E-12,214,773.5382126,1.321367882,1.817246709,11.067
7.55E-12,215,774.8578944,1.318000485,1.819304129,11.065
7.11E-12,216,776.1742228,1.314660985,1.821347492,11.063
1.16E-11,217,777.4872256,1.311349037,1.823376931,11.06
1.08E-11,218,778.79693,1.308064302,1.825392579,11.058
9.97E-12,219,780.1033631,1.304806445,1.827394568,11.056
9.14E-12,220,781.4065517,1.301575138,1.829383026,11.054
8.06E-12,221,782.7065221,1.298370058,1.83135808,11.051
7.26E-12,222,784.0033005,1.295190886,1.833319856,11.049
1.36E-11,223,785.2969124,1.292037311,1.835268478,11.046
1.22E-11,224,786.5873835,1.288909025,1.837204069,11.044
9.49E-12,225,787.8747388,1.285805726,1.83912675,11.043
1.36E-11,226,789.1590032,1.282727117,1.841037625,11.04
1.19E-11,227,790.4402012,1.279672904,1.84293484,11.038
1.04E-11,228,791.718357,1.2766428,1.844819498,11.036
8.01E-12,229,792.9934947,1.273636522,1.846691716,11.035
1.42E-11,230,794.2656379,1.270653791,1.848551605,11.031
1.22E-11,231,795.5348101,1.267694332,1.85039928,11.029
1.05E-11,232,796.8010343,1.264757877,1.85223485,11.027
8.94E-12,233,798.0643334,1.261844158,1.854058425,11.025
7.62E-12,234,799.3247301,1.258952915,1.855870113,11.023
9.20E-12,235,800.5822466,1.256083891,1.857670986,11.021
7.76E-12,236,801.8369052,1.253236831,1.85945922,11.019
1.41E-11,237,803.0887275,1.250411486,1.861235881,11.016
1.04E-11,238,804.3377353,1.247607611,1.863001076,11.015
