dE_dP(10),dE_dP(50),dE_dP(100),dE_dP(200),dE_dP(400),dE_dP(800),E_c(10),E_c(50),E_c(100),E_c(200),E_c(400),E_c(800),M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15
21.865893352751257,6.773070809655208,4.162424146129154,2.6101243526175044,1.68712137308685,1.1383005178735677,864.6357341100502,1304.6141619310415,1564.9696584516612,1888.0994820940032,2299.39419693896,2842.561657195416,0.2394582071084728,0.3324860770459317,0.2222549277317688,0.4678660922060662,0.4708398636365597,0.4648708137877315,0.6062437066961963,0.640965097176817,0.5523914152329998,0.6733234674856018,0.7186997426085536,0.7892567056424863,0.9390537321171109,0.8935521549575547,0.8798376191980727,5.843000000000286,5.612000000000209,5.934000000000316,5.544000000000186,5.544000000000186,5.542554299979787,5.547000000000187,5.547554799780836,5.543554399972543,5.550555099820736,5.5535553997776,5.549554999382511,5.508550899774745,5.527552798968875,5.53355339959697
36.21541039357653,6.007415714448967,3.70716290270048,2.339424397682322,1.5261622168669329,1.0425936309727877,714.3082078715306,1151.4831428897935,1382.865161080192,1671.5395181458575,2041.859546987092,2536.29961911292,0.3111391232035351,0.3978549094290862,0.3601865044948648,0.5605457325419297,0.4942563804332163,0.4801610256977262,0.7795678201976434,0.7597787231053311,0.652315402202654,0.977108362750064,0.8596825466020616,0.7936672835386458,1.049822977164394,1.0940260664048471,1.1006572172771096,6.147000000000388,6.040000000000352,6.071000000000362,6.009600999966457,6.009000000000341,6.0106010999934005,6.030603099607909,6.029602999600548,6.020602099981419,6.006600699581729,6.028602899586614,6.031603199782886,5.971597198923224,5.94059409861414,5.931593197657877
21.31361755057808,5.328946471174053,3.30374267699396,2.099549296309223,1.3835316282344887,1.0,629.4085265173429,1015.7892942348108,1221.4970707975838,1479.6394370473786,1813.650605175182,2266.358214915435,0.368884831817503,0.4190594605875097,0.2117515235353263,0.5922928176694776,0.526177158561046,0.5968534494860213,0.7744124659451412,0.7314417302135822,0.6778504791316939,0.8947021803379615,1.0617741501750102,1.020449807198677,1.3426798244488778,1.3422904218970193,1.2083420928548076,6.546000000000521,6.507000000000508,7.152000000000723,6.491649199958747,6.484648499988777,6.493649399970659,6.524652499729866,6.51765179996297,6.507650799977441,6.53565359970595,6.518651899521136,6.527652799584382,6.0746074997186525,6.08160819753551,6.435643597839547
15.019470359931132,6.483537484883083,4.269392415019611,2.8745684244986403,1.9958843712207703,1.4423481037549026,590.7788143972452,922.5306227324636,1180.8177245058848,1524.741054699186,1995.0612454649272,2661.6354490117697,0.2410099532743785,0.2117053337191293,0.2235421957543003,0.4844783269595234,0.4133901404077512,0.551751349357642,0.7648854775311129,0.7004674070797361,0.6272674199088772,0.8841424909662164,0.918232763670711,0.8360551252599033,1.1413119120166009,1.1083744033018057,1.154428967143917,7.2820000000007665,7.497000000000838,7.400000000000806,6.860000000000626,6.896000000000638,6.834683499987372,6.756675699948771,6.785678599946001,6.809680999949974,6.675667599441995,6.642664299411436,6.711671199645216,6.23062309825495,6.334633499141797,6.177617799518932
15.019470359931132,4.725512754047504,2.9449388420742446,1.8862032596208296,1.2566753158407542,1.0,590.7788143972452,895.1025508095009,1077.9755368296976,1308.9626076966638,1610.6805053452067,2035.0800280718247,0.3381831714828888,0.3125119878077733,0.2176434187510119,0.6725413774974839,0.5870646983302368,0.6495118453820987,0.8475504956822647,0.8514054552565153,0.8646301431503584,1.0385637546010849,1.1499436279538648,1.0254678209801589,1.462249532473615,1.4630300647688128,1.46245069052774,6.986000000000668,7.029000000000682,7.448000000000822,6.9746974999385785,6.944694499989946,6.967696799958102,7.034703499669162,7.035703599569847,7.040704099684662,7.068706899367467,7.060706098943071,7.069706999569404,6.463646398368016,6.481648199395984,6.6076607967929935
63.91839106995765,6.025471686359434,3.717899047832588,2.3458081477717245,1.529958017380291,1.0448506274615958,629.1839106995765,1155.094337271887,1387.1596191330352,1676.6465182173797,2047.9328278084656,2543.522007877107,0.2855084332655064,0.3664325072815881,0.3025382829867079,0.5106299276027345,0.5236691890374758,0.5309546433962429,0.6514818164646932,0.7581249834465716,0.5931915550127632,0.8946651616543491,0.8881479161027853,0.9361994413286324,0.9947729342573578,1.112381032668983,1.17246665271604,6.481000000000499,6.24500000000042,6.409000000000475,6.118000000000378,6.113000000000376,6.109610999973534,6.09260929996958,6.082608299603238,6.0986098999636775,6.061606199622817,6.062606299476064,6.049604998827921,6.026602699229255,5.938593897618197,5.851585197557979
28.240295061197536,5.346588960187765,3.314232963724693,2.105786858118526,1.387240504676435,1.0,554.8059012239506,1019.3177920375532,1225.693185489877,1484.6294864948206,1819.584807482296,2273.267041322616,0.2913766617356975,0.3351154758014822,0.2574101247348282,0.6137417878600585,0.4919176140824377,0.5491638263604371,0.732727738748128,0.7882350607891907,0.7995780591135903,0.9534815013032354,1.1109028946473614,1.0671819874778696,1.1313220627441338,1.1690982225077888,1.241809258411431,7.037000000000685,6.869000000000629,7.252000000000756,6.605660599957024,6.6410000000005525,6.617661799988388,6.60066009996366,6.598659899706115,6.5976597995921,6.584658499319556,6.530653099403879,6.550655099423568,6.517651799553339,6.4926492992413625,6.4166416979024365
18.066380670393333,6.507617683307812,4.284561989460093,2.884124657576394,2.0019044208269525,1.4461404973650227,531.9914201118005,926.1426524961728,1185.368596838029,1530.4747945458382,2002.2853049923456,2670.737193676058,0.2574381993940409,0.3124607982722392,0.3217129831808418,0.5323769846136776,0.5794661102038793,0.4991330408009868,0.711936574631078,0.769454020121636,0.6927593174056734,0.941409757455376,0.7744940675609254,0.8518683367038998,0.9789056912384206,1.0956698598288177,0.996805864198778,7.685000000000901,7.409000000000809,7.376000000000798,7.025702599990485,6.986000000000668,7.05400000000069,6.893689399971713,6.847684799944514,6.904690499947035,6.678667899456181,6.845684599980804,6.776677699591832,6.626662699660564,6.3946394991183935,6.600660099623004
18.066380670393333,4.743059337966358,2.955372103294392,1.8924069138586697,1.2603640307200823,1.0,531.9914201118005,898.6118675932717,1082.1488413177565,1313.925531086936,1616.5824491521316,2041.663173345796,0.2574381993940409,0.2783023508849053,0.2520603904293931,0.624108533712312,0.6815939844631512,0.4756436040969232,0.8628838072058743,0.8362882042439224,0.953268823266904,1.1902795610167962,1.078834074075283,1.166309577006177,1.3620609859856556,1.4338835404709511,1.4543891119178634,7.685000000000901,7.559000000000859,7.723000000000914,7.104000000000707,7.108000000000708,7.137000000000718,7.128712899682223,7.124712499719975,7.132713299338986,7.090709098779925,7.123712399224958,7.100710099565898,6.953695399472809,6.790679098667582,6.405640598890804
13.273315480650952,4.203290639936484,3.669290354503072,2.496527815433603,1.757733710682711,1.292322588625768,520.9326192260381,790.6581279872969,1000.7871063509228,1297.916689260163,1709.280452819255,2301.5742127018457,0.2276368947770778,0.3488605866749664,0.4123307398425599,0.5467553183231577,0.4975301521618705,0.4420449588874668,0.8770974451837801,0.832460766441942,0.8595717332759023,1.0104406815151472,1.0886251468165171,1.1041178290537088,1.2824449220435297,1.3557237187617008,1.32382794834698,8.06400000000097,7.570000000000863,7.506000000000841,7.495000000000838,7.489748999994428,7.495000000000838,7.5127512999430754,7.519751999912533,7.515751599963673,7.458745899615834,7.399739999409795,7.385738599580232,7.073707398625388,6.70267029905501,6.920692099355352
